FileName,Type,Name,ReleaseDate,Eoas,Eol,Version,Date
zabbix,versions,6.4.18,2024-08-19,,,,
zabbix,versions,6.0.33,2024-08-13,,,,
zabbix,versions,5.0.43,2024-08-13,,,,
zabbix,versions,7.0.2,2024-07-29,,,,
zabbix,versions,7.0.1,2024-07-22,,,,
zabbix,versions,6.4.17,2024-07-15,,,,
zabbix,versions,6.0.32,2024-07-15,,,,
zabbix,versions,6.4.16,2024-06-17,,,,
zabbix,versions,6.0.31,2024-06-17,,,,
zabbix,versions,7.0.0,2024-06-04,,,,
zabbix,versions,6.4.15,2024-05-21,,,,
zabbix,versions,6.0.30,2024-05-21,,,,
zabbix,versions,6.4.14,2024-04-22,,,,
zabbix,versions,6.0.29,2024-04-22,,,,
zabbix,versions,6.4.13,2024-03-25,,,,
zabbix,versions,6.0.28,2024-03-25,,,,
zabbix,versions,5.0.42,2024-03-25,,,,
zabbix,versions,6.4.12,2024-02-26,,,,
zabbix,versions,6.0.27,2024-02-26,,,,
zabbix,versions,6.4.11,2024-01-29,,,,
zabbix,versions,6.0.26,2024-01-29,,,,
zabbix,versions,5.0.41,2024-01-29,,,,
zabbix,versions,6.4.10,2023-12-13,,,,
zabbix,versions,6.0.25,2023-12-13,,,,
zabbix,versions,6.4.9,2023-11-30,,,,
zabbix,versions,6.0.24,2023-11-30,,,,
zabbix,versions,5.0.40,2023-11-30,,,,
zabbix,versions,6.4.8,2023-10-31,,,,
zabbix,versions,6.0.23,2023-10-31,,,,
zabbix,versions,5.0.39,2023-10-30,,,,
zabbix,versions,6.4.7,2023-09-26,,,,
zabbix,versions,6.0.22,2023-09-25,,,,
zabbix,versions,5.0.38,2023-09-25,,,,
zabbix,versions,6.4.6,2023-08-22,,,,
zabbix,versions,6.0.21,2023-08-22,,,,
zabbix,versions,5.0.37,2023-08-21,,,,
zabbix,versions,6.4.5,2023-07-31,,,,
zabbix,versions,6.0.20,2023-07-31,,,,
zabbix,versions,6.4.4,2023-06-27,,,,
zabbix,versions,6.0.19,2023-06-27,,,,
zabbix,versions,5.0.36,2023-06-26,,,,
zabbix,versions,6.4.3,2023-05-30,,,,
zabbix,versions,6.0.18,2023-05-30,,,,
zabbix,versions,5.0.35,2023-05-29,,,,
zabbix,versions,6.4.2,2023-04-25,,,,
zabbix,versions,6.0.17,2023-04-24,,,,
zabbix,versions,5.0.34,2023-04-24,,,,
zabbix,versions,6.0.16,2023-04-11,,,,
zabbix,versions,6.4.1,2023-04-03,,,,
zabbix,versions,6.0.15,2023-03-31,,,,
zabbix,versions,5.0.33,2023-03-27,,,,
zabbix,versions,6.0.14,2023-03-08,,,,
zabbix,versions,6.4.0,2023-03-06,,,,
zabbix,versions,5.0.32,2023-03-06,,,,
zabbix,versions,6.0.13,2023-02-01,,,,
zabbix,versions,5.0.31,2023-01-30,,,,
zabbix,versions,6.0.12,2022-12-05,,,,
zabbix,versions,6.0.11,2022-11-28,,,,
zabbix,versions,5.0.30,2022-11-28,,,,
zabbix,versions,6.0.10,2022-11-02,,,,
zabbix,versions,5.0.29,2022-11-02,,,,
zabbix,versions,6.0.9,2022-09-21,,,,
zabbix,versions,5.0.28,2022-09-19,,,,
zabbix,versions,6.0.8,2022-08-29,,,,
zabbix,versions,5.0.27,2022-08-29,,,,
zabbix,versions,6.0.7,2022-07-25,,,,
zabbix,versions,5.0.26,2022-07-25,,,,
zabbix,versions,6.0.6,2022-06-27,,,,
zabbix,versions,5.0.25,2022-06-27,,,,
zabbix,versions,6.0.5,2022-05-30,,,,
zabbix,versions,5.0.24,2022-05-30,,,,
zabbix,versions,6.0.4,2022-05-03,,,,
zabbix,versions,5.0.23,2022-05-02,,,,
zabbix,versions,6.0.3,2022-04-04,,,,
zabbix,versions,5.0.22,2022-04-04,,,,
zabbix,versions,6.0.2,2022-03-14,,,,
zabbix,versions,6.0.1,2022-03-01,,,,
zabbix,versions,5.0.21,2022-02-28,,,,
zabbix,versions,6.0.0,2022-02-14,,,,
zabbix,versions,5.0.20,2022-01-31,,,,
zabbix,versions,5.0.19,2021-12-23,,,,
zabbix,versions,5.0.18,2021-11-29,,,,
zabbix,versions,5.0.17,2021-10-18,,,,
zabbix,versions,5.0.16,2021-09-29,,,,
zabbix,versions,5.0.15,2021-08-30,,,,
zabbix,versions,5.0.14,2021-07-16,,,,
zabbix,versions,5.0.13,2021-06-28,,,,
zabbix,versions,5.0.12,2021-05-24,,,,
zabbix,versions,5.0.11,2021-04-26,,,,
zabbix,versions,5.0.10,2021-03-29,,,,
zabbix,versions,5.0.9,2021-02-22,,,,
zabbix,versions,5.0.8,2021-01-25,,,,
zabbix,versions,5.0.7,2020-12-21,,,,
zabbix,versions,5.0.6,2020-11-30,,,,
zabbix,versions,5.0.5,2020-10-26,,,,
zabbix,versions,5.0.4,2020-09-28,,,,
zabbix,versions,5.0.3,2020-08-24,,,,
zabbix,versions,5.0.2,2020-07-13,,,,
zabbix,versions,5.0.1,2020-05-25,,,,
zabbix,versions,5.0.0,2020-05-11,,,,
exim,versions,4.98,2024-07-10,,,,
exim,versions,4.97.1,2023-12-25,,,,
exim,versions,4.97,2023-11-04,,,,
exim,versions,4.96.2,2023-10-15,,,,
exim,versions,4.96.1,2023-10-01,,,,
exim,versions,4.96,2022-06-25,,,,
exim,versions,4.95,2021-09-28,,,,
exim,versions,4.94.2,2021-04-30,,,,
exim,versions,4.94.1,2021-04-28,,,,
exim,versions,4.94,2020-06-01,,,,
exim,versions,4.93.0.4,2020-01-07,,,,
exim,versions,4.93.0.3,2019-12-13,,,,
exim,versions,4.93.0.2,2019-12-12,,,,
exim,versions,4.93.0.1,2019-12-12,,,,
exim,versions,4.93,2019-12-08,,,,
exim,versions,4.92.3,2019-09-29,,,,
exim,versions,4.92.2,2019-09-03,,,,
exim,versions,4.92.1,2019-07-18,,,,
exim,versions,4.92,2019-02-10,,,,
exim,versions,4.91,2018-04-15,,,,
exim,versions,4.90.0.27,2018-02-09,,,,
exim,versions,4.90.1,2018-02-08,,,,
exim,versions,4.90.0.22,2018-02-01,,,,
exim,versions,4.90,2017-12-19,,,,
exim,versions,4.89.1,2017-11-29,,,,
exim,versions,4.89,2017-03-07,,,,
exim,versions,4.88,2016-12-18,,,,
exim,versions,4.87.1,2016-12-17,,,,
exim,versions,4.87,2016-04-06,,,,
exim,versions,4.86.2,2016-03-02,,,,
exim,versions,4.85.2,2016-03-02,,,,
exim,versions,4.84.2,2016-03-02,,,,
exim,versions,4.86.1,2016-02-23,,,,
exim,versions,4.85.1,2016-02-23,,,,
exim,versions,4.84.1,2016-02-23,,,,
exim,versions,4.86,2015-07-26,,,,
exim,versions,4.85,2015-01-12,,,,
exim,versions,4.84,2014-08-11,,,,
exim,versions,4.83,2014-07-21,,,,
exim,versions,4.82.1,2014-05-28,,,,
exim,versions,4.82,2013-10-28,,,,
exim,versions,4.80.1,2012-10-24,,,,
exim,versions,4.80,2012-05-31,,,,
exim,versions,4.77,2011-10-10,,,,
exim,versions,4.76,2011-05-09,,,,
exim,versions,4.75,2011-03-22,,,,
exim,versions,4.74,2011-01-24,,,,
exim,versions,4.73,2010-12-26,,,,
exim,versions,4.72,2010-06-03,,,,
exim,versions,4.71,2009-11-23,,,,
exim,versions,4.70,2009-11-13,,,,
exim,versions,4.69,2007-12-01,,,,
exim,versions,4.68,2007-08-30,,,,
exim,versions,4.67,2007-04-17,,,,
exim,versions,4.66,2007-01-08,,,,
exim,versions,4.65,2007-01-02,,,,
exim,versions,4.64,2006-12-20,,,,
exim,versions,4.63,2006-07-31,,,,
exim,versions,4.62,2006-04-28,,,,
exim,versions,4.61,2006-04-04,,,,
exim,versions,4.54,2005-10-04,,,,
exim,versions,4.53,2005-09-26,,,,
exim,versions,4.52,2005-07-01,,,,
exim,versions,4.51,2005-05-04,,,,
exim,versions,4.50,2005-02-17,,,,
rancher,versions,2.9.5,2024-12-19,,,,
rancher,versions,2.10.1,2024-12-19,,,,
rancher,versions,2.8.11,2024-12-18,,,,
rancher,versions,2.9.4,2024-11-18,,,,
rancher,versions,2.8.10,2024-11-18,,,,
rancher,versions,2.10.0,2024-11-18,,,,
rancher,versions,2.7.18,2024-11-08,,,,
rancher,versions,2.7.17,2024-11-04,,,,
rancher,versions,2.9.3,2024-10-24,,,,
rancher,versions,2.8.9,2024-10-24,,,,
rancher,versions,2.7.16,2024-10-24,,,,
rancher,versions,2.9.2,2024-09-19,,,,
rancher,versions,2.8.8,2024-09-19,,,,
rancher,versions,2.9.1,2024-08-26,,,,
rancher,versions,2.8.7,2024-08-23,,,,
rancher,versions,2.8.6,2024-07-31,,,,
rancher,versions,2.7.15,2024-07-31,,,,
rancher,versions,2.9.0,2024-07-30,,,,
rancher,versions,2.8.5,2024-06-13,,,,
rancher,versions,2.7.14,2024-06-13,,,,
rancher,versions,2.8.4,2024-05-16,,,,
rancher,versions,2.7.13,2024-05-14,,,,
rancher,versions,2.8.3,2024-03-28,,,,
rancher,versions,2.7.12,2024-03-27,,,,
rancher,versions,2.7.11,2024-02-29,,,,
rancher,versions,2.6.14,2024-02-06,,,,
rancher,versions,2.8.2,2024-02-05,,,,
rancher,versions,2.7.10,2024-02-05,,,,
rancher,versions,2.8.1,2024-01-18,,,,
rancher,versions,2.8.0,2023-12-05,,,,
rancher,versions,2.7.9,2023-10-16,,,,
rancher,versions,2.7.8,2023-10-02,,,,
rancher,versions,2.7.7,2023-09-25,,,,
rancher,versions,2.7.6,2023-08-24,,,,
rancher,versions,2.7.5,2023-06-28,,,,
rancher,versions,2.7.4,2023-05-31,,,,
rancher,versions,2.6.13,2023-05-31,,,,
rancher,versions,2.6.12,2023-04-26,,,,
rancher,versions,2.7.3,2023-04-21,,,,
rancher,versions,2.7.2,2023-04-10,,,,
rancher,versions,2.6.11,2023-03-07,,,,
rancher,versions,2.7.1,2023-01-24,,,,
rancher,versions,2.6.10,2023-01-24,,,,
rancher,versions,2.5.17,2023-01-23,,,,
rancher,versions,2.7.0,2022-11-16,,,,
rancher,versions,2.6.9,2022-10-14,,,,
rancher,versions,2.6.8,2022-08-29,,,,
rancher,versions,2.6.7,2022-08-18,,,,
rancher,versions,2.5.16,2022-08-17,,,,
rancher,versions,2.6.6,2022-06-30,,,,
rancher,versions,2.5.15,2022-06-30,,,,
rancher,versions,2.5.14,2022-05-23,,,,
rancher,versions,2.6.5,2022-05-12,,,,
rancher,versions,2.5.13,2022-04-14,,,,
rancher,versions,2.4.18,2022-03-31,,,,
rancher,versions,2.6.4,2022-03-30,,,,
rancher,versions,2.5.12,2022-01-24,,,,
rancher,versions,2.6.3,2021-12-18,,,,
rancher,versions,2.5.11,2021-11-02,,,,
rancher,versions,2.6.2,2021-10-19,,,,
rancher,versions,2.5.10,2021-10-14,,,,
rancher,versions,2.6.1,2021-10-08,,,,
rancher,versions,2.6.0,2021-08-30,,,,
rancher,versions,2.4.17,2021-08-09,,,,
rancher,versions,2.5.9,2021-07-14,,,,
rancher,versions,2.4.16,2021-07-14,,,,
rancher,versions,2.5.8,2021-05-05,,,,
rancher,versions,2.5.7,2021-03-12,,,,
rancher,versions,2.4.15,2021-03-12,,,,
rancher,versions,2.5.6,2021-03-03,,,,
rancher,versions,2.4.14,2021-03-03,,,,
rancher,versions,2.3.11,2021-03-02,,,,
rancher,versions,2.4.13,2021-01-26,,,,
rancher,versions,2.5.5,2021-01-08,,,,
rancher,versions,2.4.12,2021-01-07,,,,
rancher,versions,2.5.4,2021-01-06,,,,
rancher,versions,2.3.10,2021-01-06,,,,
rancher,versions,2.4.11,2020-11-30,,,,
rancher,versions,2.5.3,2020-11-20,,,,
rancher,versions,2.5.2,2020-11-10,,,,
rancher,versions,2.4.9,2020-11-10,,,,
rancher,versions,2.4.10,2020-11-10,,,,
rancher,versions,2.5.1,2020-10-07,,,,
rancher,versions,2.5.0,2020-10-05,,,,
rancher,versions,2.4.8,2020-09-03,,,,
rancher,versions,2.4.7,2020-09-01,,,,
rancher,versions,2.4.6,2020-08-26,,,,
rancher,versions,2.3.9,2020-08-26,,,,
rancher,versions,2.4.5,2020-06-19,,,,
rancher,versions,2.4.4,2020-06-01,,,,
rancher,versions,2.3.8,2020-06-01,,,,
rancher,versions,2.2.13,2020-06-01,,,,
rancher,versions,2.2.12,2020-05-15,,,,
rancher,versions,2.4.3,2020-05-06,,,,
rancher,versions,2.3.7,2020-05-06,,,,
rancher,versions,1.6.30,2020-05-04,,,,
rancher,versions,2.2.11,2020-04-08,,,,
rancher,versions,2.4.2,2020-04-01,,,,
rancher,versions,2.3.6,2020-03-31,,,,
rancher,versions,2.4.0,2020-03-30,,,,
rancher,versions,2.3.5,2020-01-27,,,,
rancher,versions,2.3.4,2020-01-16,,,,
rancher,versions,2.2.10,2020-01-03,,,,
rancher,versions,2.1.14,2020-01-03,,,,
rancher,versions,2.3.3,2019-11-27,,,,
rancher,versions,2.3.2,2019-10-28,,,,
rancher,versions,2.3.1,2019-10-16,,,,
rancher,versions,2.2.9,2019-10-16,,,,
rancher,versions,1.6.29,2019-10-14,,,,
rancher,versions,2.3.0,2019-10-07,,,,
rancher,versions,2.2.8,2019-08-20,,,,
rancher,versions,2.1.13,2019-08-20,,,,
rancher,versions,2.2.7,2019-08-06,,,,
rancher,versions,2.1.12,2019-08-06,,,,
rancher,versions,2.2.6,2019-07-22,,,,
rancher,versions,2.2.5,2019-07-15,,,,
rancher,versions,2.1.11,2019-07-03,,,,
rancher,versions,2.0.16,2019-07-03,,,,
rancher,versions,2.2.4,2019-06-05,,,,
rancher,versions,1.6.28,2019-06-05,,,,
rancher,versions,2.1.10,2019-05-28,,,,
rancher,versions,2.0.15,2019-05-28,,,,
rancher,versions,2.2.3,2019-05-10,,,,
rancher,versions,1.6.27,2019-04-30,,,,
rancher,versions,2.1.9,2019-04-23,,,,
rancher,versions,2.0.14,2019-04-17,,,,
rancher,versions,2.2.2,2019-04-16,,,,
rancher,versions,2.2.1,2019-03-28,,,,
rancher,versions,2.1.8,2019-03-26,,,,
rancher,versions,2.0.13,2019-03-26,,,,
rancher,versions,2.2.0,2019-03-25,,,,
rancher,versions,2.1.7,2019-03-06,,,,
rancher,versions,2.0.12,2019-03-04,,,,
rancher,versions,1.6.26,2019-01-31,,,,
rancher,versions,2.1.6,2019-01-29,,,,
rancher,versions,2.0.11,2019-01-29,,,,
rancher,versions,2.1.5,2019-01-03,,,,
rancher,versions,2.0.10,2019-01-02,,,,
rancher,versions,2.1.4,2018-12-17,,,,
rancher,versions,2.1.3,2018-12-04,,,,
rancher,versions,2.0.9,2018-12-04,,,,
rancher,versions,1.6.25,2018-12-04,,,,
rancher,versions,2.1.2,2018-11-27,,,,
rancher,versions,1.6.24,2018-11-16,,,,
rancher,versions,2.1.1,2018-10-18,,,,
rancher,versions,1.6.23,2018-10-10,,,,
rancher,versions,2.1.0,2018-10-05,,,,
rancher,versions,1.6.22,2018-09-20,,,,
rancher,versions,2.0.8,2018-08-24,,,,
rancher,versions,2.0.7,2018-08-11,,,,
rancher,versions,1.6.21,2018-08-07,,,,
rancher,versions,1.6.20,2018-07-25,,,,
rancher,versions,1.6.19,2018-07-24,,,,
rancher,versions,2.0.6,2018-07-10,,,,
rancher,versions,2.0.5,2018-07-07,,,,
rancher,versions,2.0.4,2018-06-24,,,,
rancher,versions,2.0.3,2018-06-22,,,,
rancher,versions,1.6.18,2018-06-01,,,,
rancher,versions,2.0.2,2018-05-23,,,,
rancher,versions,2.0.1,2018-05-22,,,,
rancher,versions,2.0.0,2018-04-30,,,,
rancher,versions,1.6.17,2018-04-13,,,,
rancher,versions,1.6.16,2018-04-05,,,,
rancher,versions,1.6.15,2018-03-16,,,,
rancher,versions,1.6.14,2018-01-11,,,,
rancher,versions,1.6.13,2017-12-20,,,,
rancher,versions,1.6.12,2017-11-30,,,,
rancher,versions,1.6.11,2017-11-14,,,,
rancher,versions,1.6.10,2017-09-20,,,,
rancher,versions,1.6.9,2017-09-09,,,,
rancher,versions,1.6.8,2017-08-30,,,,
rancher,versions,1.6.7,2017-08-08,,,,
rancher,versions,1.6.6,2017-07-31,,,,
rancher,versions,1.6.5,2017-07-20,,,,
rancher,versions,1.6.4,2017-07-14,,,,
rancher,versions,1.6.3,2017-07-06,,,,
rancher,versions,1.6.2,2017-06-08,,,,
rancher,versions,1.6.1,2017-06-02,,,,
rancher,versions,1.5.10,2017-05-19,,,,
rancher,versions,1.6.0,2017-05-04,,,,
rancher,versions,1.5.9,2017-05-04,,,,
rancher,versions,1.5.8,2017-05-02,,,,
rancher,versions,1.5.7,2017-04-28,,,,
rancher,versions,1.5.6,2017-04-23,,,,
rancher,versions,1.5.5,2017-04-11,,,,
rancher,versions,1.5.4,2017-04-09,,,,
rancher,versions,1.5.3,2017-03-24,,,,
rancher,versions,1.4.3,2017-03-24,,,,
rancher,versions,1.3.5,2017-03-24,,,,
rancher,versions,1.2.4,2017-03-24,,,,
rancher,versions,1.5.2,2017-03-21,,,,
rancher,versions,1.4.2,2017-03-10,,,,
rancher,versions,1.5.1,2017-03-06,,,,
rancher,versions,1.5.0,2017-03-03,,,,
rancher,versions,1.4.1,2017-02-13,,,,
rancher,versions,1.3.4,2017-02-06,,,,
rancher,versions,1.4.0,2017-02-04,,,,
rancher,versions,1.3.3,2017-01-23,,,,
rancher,versions,1.2.3,2017-01-23,,,,
rancher,versions,1.3.2,2017-01-19,,,,
rancher,versions,1.3.1,2017-01-13,,,,
rancher,versions,1.3.0,2017-01-03,,,,
rancher,versions,1.2.2,2016-12-22,,,,
rancher,versions,1.2.1,2016-12-16,,,,
rancher,versions,1.2.0,2016-12-01,,,,
rancher,versions,1.1.4,2016-09-23,,,,
rancher,versions,1.1.3,2016-08-19,,,,
rancher,versions,1.1.2,2016-07-22,,,,
rancher,versions,1.1.1,2016-07-15,,,,
rancher,versions,1.1.0,2016-06-30,,,,
rancher,versions,1.0.2,2016-05-26,,,,
rancher,versions,1.0.1,2016-04-14,,,,
rancher,versions,1.0.0,2016-03-28,,,,
apache-spark,versions,3.5.4,2024-12-17,,,,
apache-spark,versions,3.4.4,2024-10-21,,,,
apache-spark,versions,3.5.3,2024-09-09,,,,
apache-spark,versions,3.5.2,2024-08-06,,,,
apache-spark,versions,3.4.3,2024-04-15,,,,
apache-spark,versions,3.5.1,2024-02-15,,,,
apache-spark,versions,3.3.4,2023-12-08,,,,
apache-spark,versions,3.4.2,2023-11-25,,,,
apache-spark,versions,3.5.0,2023-09-09,,,,
apache-spark,versions,3.3.3,2023-08-04,,,,
apache-spark,versions,3.4.1,2023-06-19,,,,
apache-spark,versions,3.2.4,2023-04-09,,,,
apache-spark,versions,3.4.0,2023-04-07,,,,
apache-spark,versions,3.3.2,2023-02-10,,,,
apache-spark,versions,3.2.3,2022-11-14,,,,
apache-spark,versions,3.3.1,2022-10-15,,,,
apache-spark,versions,3.2.2,2022-07-11,,,,
apache-spark,versions,3.3.0,2022-06-09,,,,
apache-spark,versions,3.1.3,2022-02-06,,,,
apache-spark,versions,3.2.1,2022-01-20,,,,
apache-spark,versions,3.2.0,2021-10-06,,,,
apache-spark,versions,3.0.3,2021-06-15,,,,
apache-spark,versions,3.1.2,2021-05-24,,,,
apache-spark,versions,2.4.8,2021-05-09,,,,
apache-spark,versions,3.1.1,2021-02-22,,,,
apache-spark,versions,3.0.2,2021-02-16,,,,
apache-spark,versions,2.4.7,2020-09-08,,,,
apache-spark,versions,3.0.1,2020-08-28,,,,
apache-spark,versions,3.0.0,2020-06-06,,,,
apache-spark,versions,2.4.6,2020-05-29,,,,
apache-spark,versions,2.4.5,2020-02-02,,,,
apache-spark,versions,2.4.4,2019-08-27,,,,
apache-spark,versions,2.3.4,2019-08-25,,,,
apache-spark,versions,2.4.3,2019-04-30,,,,
apache-spark,versions,2.4.2,2019-04-18,,,,
apache-spark,versions,2.4.1,2019-03-26,,,,
apache-spark,versions,2.3.3,2019-02-04,,,,
apache-spark,versions,2.2.3,2019-01-07,,,,
apache-spark,versions,2.4.0,2018-10-29,,,,
apache-spark,versions,2.3.2,2018-09-16,,,,
apache-spark,versions,2.2.2,2018-06-27,,,,
apache-spark,versions,2.1.3,2018-06-26,,,,
apache-spark,versions,2.3.1,2018-06-01,,,,
apache-spark,versions,2.3.0,2018-02-22,,,,
apache-spark,versions,2.2.1,2017-11-24,,,,
apache-spark,versions,2.1.2,2017-10-02,,,,
apache-spark,versions,2.2.0,2017-06-30,,,,
apache-spark,versions,2.1.1,2017-04-25,,,,
apache-spark,versions,2.1.0,2016-12-15,,,,
apache-spark,versions,2.0.2,2016-11-07,,,,
apache-spark,versions,1.6.3,2016-11-02,,,,
apache-spark,versions,2.0.1,2016-09-28,,,,
apache-spark,versions,2.0.0,2016-07-19,,,,
apache-spark,versions,1.6.2,2016-06-19,,,,
apache-spark,versions,1.6.1,2016-02-26,,,,
apache-spark,versions,1.6.0,2015-12-21,,,,
apache-spark,versions,1.5.2,2015-11-09,,,,
apache-spark,versions,1.5.1,2015-09-23,,,,
apache-spark,versions,1.5.0,2015-09-08,,,,
apache-spark,versions,1.4.1,2015-07-08,,,,
apache-spark,versions,1.4.0,2015-06-02,,,,
apache-spark,versions,1.3.1,2015-04-11,,,,
apache-spark,versions,1.2.2,2015-04-05,,,,
apache-spark,versions,1.3.0,2015-03-05,,,,
apache-spark,versions,1.2.1,2015-02-03,,,,
apache-spark,versions,1.2.0,2014-12-10,,,,
apache-spark,versions,1.1.1,2014-11-19,,,,
apache-spark,versions,1.1.0,2014-09-03,,,,
apache-spark,versions,1.0.2,2014-07-25,,,,
apache-spark,versions,1.0.1,2014-07-04,,,,
apache-spark,versions,1.0.0,2014-05-26,,,,
quasar,releases,1,2019-03-07,2021-04-01,2023-06-30,,
quasar,versions,2.17.7,2025-01-18,,,,
quasar,versions,2.17.6,2025-01-03,,,,
quasar,versions,2.17.5,2024-12-14,,,,
quasar,versions,2.17.4,2024-11-18,,,,
quasar,versions,2.17.3,2024-11-16,,,,
quasar,versions,2.17.2,2024-11-06,,,,
quasar,versions,2.17.1,2024-10-19,,,,
quasar,versions,2.17.0,2024-09-17,,,,
quasar,versions,2.16.11,2024-09-06,,,,
quasar,versions,2.16.10,2024-09-04,,,,
quasar,versions,2.16.9,2024-08-15,,,,
quasar,versions,2.16.8,2024-08-07,,,,
quasar,versions,2.16.7,2024-08-05,,,,
quasar,versions,2.16.6,2024-07-10,,,,
quasar,versions,2.16.5,2024-07-03,,,,
quasar,versions,2.16.4,2024-05-14,,,,
quasar,versions,2.16.3,2024-05-13,,,,
quasar,versions,2.16.2,2024-05-08,,,,
quasar,versions,2.16.1,2024-05-07,,,,
quasar,versions,2.16.0,2024-05-06,,,,
quasar,versions,2.15.4,2024-04-23,,,,
quasar,versions,2.15.3,2024-04-18,,,,
quasar,versions,2.15.2,2024-03-29,,,,
quasar,versions,2.15.1,2024-03-14,,,,
quasar,versions,2.15.0,2024-03-12,,,,
quasar,versions,2.14.7,2024-03-08,,,,
quasar,versions,2.14.6,2024-02-29,,,,
quasar,versions,2.14.5,2024-02-20,,,,
quasar,versions,2.14.4,2024-02-15,,,,
quasar,versions,2.14.3,2024-01-25,,,,
quasar,versions,2.14.2,2023-12-18,,,,
quasar,versions,2.14.1,2023-11-29,,,,
quasar,versions,2.14.0,2023-11-13,,,,
quasar,versions,2.13.1,2023-11-09,,,,
quasar,versions,2.13.0,2023-10-17,,,,
quasar,versions,2.12.7,2023-09-13,,,,
quasar,versions,2.12.6,2023-09-02,,,,
quasar,versions,2.12.5,2023-08-18,,,,
quasar,versions,2.12.4,2023-08-07,,,,
quasar,versions,2.12.3,2023-07-18,,,,
quasar,versions,2.12.2,2023-07-01,,,,
quasar,versions,2.12.1,2023-06-28,,,,
quasar,versions,2.12.0,2023-05-05,,,,
quasar,versions,1.22.10,2023-05-05,,,,
quasar,versions,2.11.10,2023-04-03,,,,
quasar,versions,1.22.9,2023-04-03,,,,
quasar,versions,2.11.9,2023-03-24,,,,
quasar,versions,2.11.8,2023-03-17,,,,
quasar,versions,1.22.8,2023-03-17,,,,
quasar,versions,1.22.7,2023-03-17,,,,
quasar,versions,2.11.7,2023-02-28,,,,
quasar,versions,1.22.6,2023-02-28,,,,
quasar,versions,2.11.6,2023-02-14,,,,
quasar,versions,2.11.5,2023-01-11,,,,
quasar,versions,1.22.5,2023-01-11,,,,
quasar,versions,2.11.4,2023-01-06,,,,
quasar,versions,1.22.4,2023-01-06,,,,
quasar,versions,2.11.3,2022-12-29,,,,
quasar,versions,2.11.2,2022-12-24,,,,
quasar,versions,2.11.1,2022-12-18,,,,
quasar,versions,2.11.0,2022-12-17,,,,
quasar,versions,1.22.3,2022-12-17,,,,
quasar,versions,2.10.2,2022-11-14,,,,
quasar,versions,1.22.2,2022-11-14,,,,
quasar,versions,2.10.1,2022-10-31,,,,
quasar,versions,1.22.1,2022-10-31,,,,
quasar,versions,2.10.0,2022-10-14,,,,
quasar,versions,1.22.0,2022-10-14,,,,
quasar,versions,2.9.2,2022-10-05,,,,
quasar,versions,1.21.1,2022-10-05,,,,
quasar,versions,2.9.1,2022-10-03,,,,
quasar,versions,2.9.0,2022-10-03,,,,
quasar,versions,1.21.0,2022-10-03,,,,
quasar,versions,2.8.4,2022-09-22,,,,
quasar,versions,1.20.2,2022-09-22,,,,
quasar,versions,2.8.3,2022-09-16,,,,
quasar,versions,1.20.1,2022-09-16,,,,
quasar,versions,2.8.2,2022-09-15,,,,
quasar,versions,2.8.1,2022-09-15,,,,
quasar,versions,2.8.0,2022-09-14,,,,
quasar,versions,1.20.0,2022-09-14,,,,
quasar,versions,2.7.7,2022-08-03,,,,
quasar,versions,2.7.6,2022-08-01,,,,
quasar,versions,1.19.5,2022-08-01,,,,
quasar,versions,2.7.5,2022-07-04,,,,
quasar,versions,1.19.4,2022-07-04,,,,
quasar,versions,2.7.4,2022-06-29,,,,
quasar,versions,1.19.3,2022-06-29,,,,
quasar,versions,2.7.3,2022-06-19,,,,
quasar,versions,2.7.2,2022-06-18,,,,
quasar,versions,1.19.2,2022-06-18,,,,
quasar,versions,2.7.1,2022-05-22,,,,
quasar,versions,1.19.1,2022-05-22,,,,
quasar,versions,2.7.0,2022-05-18,,,,
quasar,versions,1.19.0,2022-05-18,,,,
quasar,versions,2.6.6,2022-04-08,,,,
quasar,versions,1.18.10,2022-04-08,,,,
quasar,versions,2.6.5,2022-04-01,,,,
quasar,versions,1.18.9,2022-04-01,,,,
quasar,versions,2.6.4,2022-03-31,,,,
quasar,versions,2.6.3,2022-03-31,,,,
quasar,versions,1.18.8,2022-03-31,,,,
quasar,versions,2.6.2,2022-03-27,,,,
quasar,versions,1.18.7,2022-03-27,,,,
quasar,versions,2.6.1,2022-03-16,,,,
quasar,versions,2.6.0,2022-03-13,,,,
quasar,versions,1.18.6,2022-03-11,,,,
quasar,versions,2.5.5,2022-02-10,,,,
quasar,versions,1.18.5,2022-02-10,,,,
quasar,versions,2.5.4,2022-02-08,,,,
quasar,versions,1.18.4,2022-02-08,,,,
quasar,versions,2.5.3,2022-02-03,,,,
quasar,versions,1.18.3,2022-02-03,,,,
quasar,versions,2.5.2,2022-02-02,,,,
quasar,versions,2.5.1,2022-02-02,,,,
quasar,versions,1.18.2,2022-02-02,,,,
quasar,versions,1.18.1,2022-02-02,,,,
quasar,versions,2.5.0,2022-01-31,,,,
quasar,versions,1.18.0,2022-01-31,,,,
quasar,versions,2.4.13,2022-01-24,,,,
quasar,versions,1.17.8,2022-01-24,,,,
quasar,versions,2.4.12,2022-01-21,,,,
quasar,versions,1.17.7,2022-01-21,,,,
quasar,versions,2.4.11,2022-01-18,,,,
quasar,versions,1.17.6,2022-01-18,,,,
quasar,versions,2.4.10,2022-01-15,,,,
quasar,versions,1.17.5,2022-01-15,,,,
