FileName,Type,Name,ReleaseDate,Eoas,Eol,Version,Date
traefik,versions,3.2.5,2025-01-07,,,,
traefik,versions,2.11.18,2025-01-07,,,,
traefik,versions,3.3.0,2025-01-06,,,,
traefik,versions,3.2.4,2025-01-06,,,,
traefik,versions,2.11.17,2025-01-06,,,,
traefik,versions,3.2.3,2024-12-16,,,,
traefik,versions,2.11.16,2024-12-16,,,,
traefik,versions,3.2.2,2024-12-10,,,,
traefik,versions,2.11.15,2024-12-10,,,,
traefik,versions,3.2.1,2024-11-20,,,,
traefik,versions,2.11.14,2024-11-20,,,,
traefik,versions,3.2.0,2024-10-28,,,,
traefik,versions,3.1.7,2024-10-28,,,,
traefik,versions,2.11.13,2024-10-28,,,,
traefik,versions,3.1.6,2024-10-09,,,,
traefik,versions,2.11.12,2024-10-09,,,,
traefik,versions,3.1.5,2024-10-02,,,,
traefik,versions,2.11.11,2024-10-02,,,,
traefik,versions,3.1.4,2024-09-19,,,,
traefik,versions,2.11.10,2024-09-19,,,,
traefik,versions,3.1.3,2024-09-16,,,,
traefik,versions,2.11.9,2024-09-16,,,,
traefik,versions,3.1.2,2024-08-06,,,,
traefik,versions,2.11.8,2024-08-06,,,,
traefik,versions,3.1.1,2024-07-30,,,,
traefik,versions,2.11.7,2024-07-30,,,,
traefik,versions,3.1.0,2024-07-15,,,,
traefik,versions,3.0.4,2024-07-02,,,,
traefik,versions,2.11.6,2024-07-02,,,,
traefik,versions,3.0.3,2024-06-18,,,,
traefik,versions,2.11.5,2024-06-18,,,,
traefik,versions,3.0.2,2024-06-10,,,,
traefik,versions,2.11.4,2024-06-10,,,,
traefik,versions,3.0.1,2024-05-22,,,,
traefik,versions,2.11.3,2024-05-21,,,,
traefik,versions,3.0.0,2024-04-29,,,,
traefik,versions,2.11.2,2024-04-11,,,,
traefik,versions,2.11.1,2024-04-10,,,,
traefik,versions,2.11.0,2024-02-12,,,,
traefik,versions,2.10.7,2023-12-06,,,,
traefik,versions,2.10.6,2023-11-28,,,,
traefik,versions,2.10.5,2023-10-11,,,,
traefik,versions,2.10.4,2023-07-24,,,,
traefik,versions,2.10.3,2023-06-19,,,,
traefik,versions,2.10.2,2023-06-19,,,,
traefik,versions,2.10.1,2023-04-27,,,,
traefik,versions,2.10.0,2023-04-24,,,,
traefik,versions,2.9.10,2023-04-06,,,,
traefik,versions,2.9.9,2023-03-21,,,,
traefik,versions,2.9.8,2023-02-15,,,,
traefik,versions,2.9.7,2023-02-14,,,,
traefik,versions,2.9.6,2022-12-07,,,,
traefik,versions,2.9.5,2022-11-17,,,,
traefik,versions,2.9.4,2022-10-27,,,,
traefik,versions,2.9.3,2022-10-27,,,,
traefik,versions,2.9.2,2022-10-27,,,,
traefik,versions,2.9.1,2022-10-03,,,,
traefik,versions,2.8.8,2022-09-30,,,,
traefik,versions,2.8.7,2022-09-23,,,,
traefik,versions,2.8.6,2022-09-23,,,,
traefik,versions,2.8.5,2022-09-13,,,,
traefik,versions,2.8.4,2022-09-02,,,,
traefik,versions,2.8.3,2022-08-12,,,,
traefik,versions,2.8.2,2022-08-11,,,,
traefik,versions,2.8.1,2022-07-11,,,,
traefik,versions,2.8.0,2022-06-29,,,,
traefik,versions,2.7.3,2022-06-29,,,,
traefik,versions,2.7.2,2022-06-27,,,,
traefik,versions,2.7.1,2022-06-13,,,,
traefik,versions,2.7.0,2022-05-24,,,,
traefik,versions,2.6.7,2022-05-24,,,,
traefik,versions,2.6.6,2022-05-03,,,,
traefik,versions,2.6.5,2022-05-03,,,,
traefik,versions,2.6.4,2022-05-03,,,,
traefik,versions,2.6.3,2022-03-29,,,,
traefik,versions,2.6.2,2022-03-24,,,,
traefik,versions,2.6.1,2022-02-14,,,,
traefik,versions,2.6.0,2022-01-24,,,,
traefik,versions,2.5.7,2022-01-20,,,,
traefik,versions,2.5.6,2021-12-22,,,,
traefik,versions,2.5.5,2021-12-10,,,,
traefik,versions,1.7.34,2021-12-10,,,,
traefik,versions,2.5.4,2021-11-08,,,,
traefik,versions,1.7.33,2021-10-07,,,,
traefik,versions,1.7.32,2021-10-06,,,,
traefik,versions,1.7.31,2021-10-04,,,,
traefik,versions,2.5.3,2021-09-20,,,,
traefik,versions,2.5.2,2021-09-02,,,,
traefik,versions,2.5.1,2021-08-20,,,,
traefik,versions,2.5.0,2021-08-17,,,,
traefik,versions,2.4.14,2021-08-16,,,,
traefik,versions,2.4.13,2021-07-30,,,,
traefik,versions,2.4.12,2021-07-26,,,,
traefik,versions,2.4.11,2021-07-15,,,,
traefik,versions,2.4.10,2021-07-13,,,,
traefik,versions,2.4.9,2021-06-21,,,,
traefik,versions,1.7.30,2021-04-08,,,,
traefik,versions,1.7.29,2021-03-29,,,,
traefik,versions,2.4.8,2021-03-23,,,,
traefik,versions,2.4.7,2021-03-08,,,,
traefik,versions,2.4.6,2021-03-01,,,,
traefik,versions,2.4.5,2021-02-18,,,,
traefik,versions,2.4.4,2021-02-18,,,,
traefik,versions,2.4.3,2021-02-15,,,,
traefik,versions,2.4.2,2021-02-02,,,,
traefik,versions,2.4.1,2021-02-01,,,,
traefik,versions,2.4.0,2021-01-19,,,,
traefik,versions,1.7.28,2021-01-13,,,,
traefik,versions,1.7.27,2021-01-13,,,,
traefik,versions,2.3.7,2021-01-11,,,,
traefik,versions,2.3.6,2020-12-17,,,,
traefik,versions,2.3.5,2020-12-10,,,,
traefik,versions,2.3.4,2020-11-24,,,,
traefik,versions,2.3.3,2020-11-19,,,,
traefik,versions,2.3.2,2020-10-19,,,,
traefik,versions,2.3.1,2020-09-29,,,,
traefik,versions,2.3.0,2020-09-23,,,,
traefik,versions,2.2.11,2020-09-07,,,,
traefik,versions,2.2.10,2020-09-04,,,,
traefik,versions,2.2.8,2020-07-28,,,,
traefik,versions,1.7.26,2020-07-28,,,,
traefik,versions,2.2.7,2020-07-20,,,,
traefik,versions,2.2.6,2020-07-17,,,,
traefik,versions,1.7.25,2020-07-15,,,,
traefik,versions,2.2.5,2020-07-13,,,,
traefik,versions,2.2.4,2020-07-10,,,,
traefik,versions,2.2.3,2020-07-09,,,,
traefik,versions,2.2.2,2020-07-08,,,,
traefik,versions,2.2.1,2020-04-29,,,,
traefik,versions,2.2.0,2020-03-25,,,,
traefik,versions,1.7.24,2020-03-25,,,,
traefik,versions,2.1.9,2020-03-23,,,,
traefik,versions,1.7.23,2020-03-23,,,,
traefik,versions,2.1.8,2020-03-19,,,,
traefik,versions,2.1.7,2020-03-18,,,,
traefik,versions,1.7.22,2020-03-18,,,,
traefik,versions,2.1.6,2020-02-28,,,,
traefik,versions,2.1.5,2020-02-28,,,,
traefik,versions,1.7.21,2020-02-20,,,,
traefik,versions,2.1.4,2020-02-06,,,,
traefik,versions,2.1.3,2020-01-21,,,,
traefik,versions,2.1.2,2020-01-07,,,,
traefik,versions,2.1.1,2019-12-12,,,,
traefik,versions,2.1.0,2019-12-11,,,,
traefik,versions,1.7.20,2019-12-10,,,,
traefik,versions,2.0.7,2019-12-09,,,,
traefik,versions,2.0.6,2019-12-02,,,,
traefik,versions,2.0.5,2019-11-14,,,,
traefik,versions,2.0.4,2019-10-28,,,,
traefik,versions,2.0.3,2019-10-28,,,,
traefik,versions,1.7.19,2019-10-28,,,,
traefik,versions,2.0.2,2019-10-09,,,,
traefik,versions,2.0.1,2019-09-26,,,,
traefik,versions,1.7.18,2019-09-26,,,,
traefik,versions,1.7.17,2019-09-23,,,,
traefik,versions,2.0.0,2019-09-16,,,,
traefik,versions,1.7.16,2019-09-13,,,,
traefik,versions,1.7.15,2019-09-12,,,,
traefik,versions,1.7.14,2019-08-14,,,,
traefik,versions,1.7.13,2019-08-08,,,,
traefik,versions,1.7.12,2019-05-29,,,,
traefik,versions,1.7.11,2019-04-26,,,,
traefik,versions,1.7.10,2019-03-28,,,,
traefik,versions,1.7.9,2019-02-11,,,,
traefik,versions,1.7.8,2019-01-29,,,,
traefik,versions,1.7.7,2019-01-08,,,,
traefik,versions,1.7.6,2018-12-14,,,,
traefik,versions,1.7.5,2018-12-03,,,,
traefik,versions,1.7.4,2018-10-30,,,,
traefik,versions,1.7.3,2018-10-15,,,,
traefik,versions,1.7.2,2018-10-04,,,,
traefik,versions,1.7.1,2018-09-29,,,,
traefik,versions,1.7.0,2018-09-24,,,,
traefik,versions,1.6.6,2018-08-20,,,,
traefik,versions,1.6.5,2018-07-10,,,,
traefik,versions,1.6.4,2018-06-15,,,,
traefik,versions,1.6.3,2018-06-05,,,,
traefik,versions,1.6.2,2018-05-22,,,,
traefik,versions,1.6.1,2018-05-14,,,,
traefik,versions,1.6.0,2018-04-30,,,,
traefik,versions,1.5.4,2018-03-15,,,,
traefik,versions,1.5.3,2018-02-27,,,,
traefik,versions,1.5.2,2018-02-12,,,,
traefik,versions,1.5.1,2018-01-29,,,,
traefik,versions,1.5.0,2018-01-23,,,,
traefik,versions,1.4.6,2018-01-02,,,,
traefik,versions,1.4.5,2017-12-06,,,,
traefik,versions,1.4.4,2017-11-23,,,,
traefik,versions,1.4.3,2017-11-14,,,,
traefik,versions,1.4.2,2017-11-02,,,,
traefik,versions,1.4.1,2017-10-24,,,,
traefik,versions,1.4.0,2017-10-16,,,,
traefik,versions,1.3.8,2017-09-07,,,,
traefik,versions,1.3.7,2017-08-25,,,,
traefik,versions,1.3.6,2017-08-22,,,,
traefik,versions,1.3.5,2017-08-01,,,,
traefik,versions,1.3.4,2017-07-27,,,,
traefik,versions,1.3.3,2017-07-06,,,,
traefik,versions,1.3.2,2017-06-29,,,,
traefik,versions,1.3.1,2017-06-16,,,,
traefik,versions,1.3.0,2017-05-31,,,,
traefik,versions,1.2.3,2017-04-13,,,,
traefik,versions,1.2.2,2017-04-11,,,,
traefik,versions,1.2.1,2017-03-27,,,,
traefik,versions,1.2.0,2017-03-21,,,,
traefik,versions,1.1.2,2016-12-15,,,,
traefik,versions,1.1.1,2016-11-29,,,,
traefik,versions,1.1.0,2016-11-17,,,,
traefik,versions,1.0.3,2016-09-22,,,,
traefik,versions,1.0.2,2016-08-02,,,,
traefik,versions,1.0.1,2016-07-19,,,,
traefik,versions,1.0.0,2016-07-06,,,,
traefik,versions,1.0,2015-09-22,,,,
apache-airflow,versions,2.10.4,2024-12-16,,,,
apache-airflow,versions,2.10.3,2024-11-05,,,,
apache-airflow,versions,2.10.2,2024-09-20,,,,
apache-airflow,versions,2.10.1,2024-09-06,,,,
apache-airflow,versions,2.10.0,2024-08-15,,,,
apache-airflow,versions,2.9.3,2024-07-16,,,,
apache-airflow,versions,2.9.2,2024-06-10,,,,
apache-airflow,versions,2.9.1,2024-05-06,,,,
apache-airflow,versions,2.9.0,2024-04-08,,,,
apache-airflow,versions,2.8.4,2024-03-25,,,,
apache-airflow,versions,2.8.3,2024-03-11,,,,
apache-airflow,versions,2.8.2,2024-02-26,,,,
apache-airflow,versions,2.8.1,2024-01-19,,,,
apache-airflow,versions,2.8.0,2023-12-18,,,,
apache-airflow,versions,2.7.3,2023-11-06,,,,
apache-airflow,versions,2.7.2,2023-10-12,,,,
apache-airflow,versions,2.7.1,2023-09-07,,,,
apache-airflow,versions,2.7.0,2023-08-18,,,,
apache-airflow,versions,2.6.3,2023-07-10,,,,
apache-airflow,versions,2.6.2,2023-06-17,,,,
apache-airflow,versions,2.6.1,2023-05-16,,,,
apache-airflow,versions,2.6.0,2023-04-30,,,,
apache-airflow,versions,2.5.3,2023-03-31,,,,
apache-airflow,versions,2.5.2,2023-03-14,,,,
apache-airflow,versions,2.5.1,2023-01-20,,,,
apache-airflow,versions,2.5.0,2022-12-02,,,,
apache-airflow,versions,2.4.3,2022-11-14,,,,
apache-airflow,versions,2.4.2,2022-10-24,,,,
apache-airflow,versions,2.4.1,2022-09-30,,,,
apache-airflow,versions,2.4.0,2022-09-19,,,,
apache-airflow,versions,2.3.4,2022-08-23,,,,
apache-airflow,versions,2.3.3,2022-07-09,,,,
apache-airflow,versions,2.3.2,2022-06-04,,,,
apache-airflow,versions,2.3.1,2022-05-25,,,,
apache-airflow,versions,2.3.0,2022-04-30,,,,
apache-airflow,versions,2.2.5,2022-04-04,,,,
apache-airflow,versions,2.2.4,2022-02-22,,,,
apache-airflow,versions,2.2.3,2021-12-21,,,,
apache-airflow,versions,2.2.2,2021-11-15,,,,
apache-airflow,versions,2.2.1,2021-10-29,,,,
apache-airflow,versions,2.2.0,2021-10-11,,,,
apache-airflow,versions,2.1.4,2021-09-18,,,,
apache-airflow,versions,2.1.3,2021-08-23,,,,
apache-airflow,versions,2.1.2,2021-07-14,,,,
apache-airflow,versions,2.1.1,2021-07-02,,,,
apache-airflow,versions,2.1.0,2021-05-21,,,,
apache-airflow,versions,2.0.2,2021-04-19,,,,
apache-airflow,versions,1.10.15,2021-03-17,,,,
apache-airflow,versions,2.0.1,2021-02-08,,,,
apache-airflow,versions,2.0.0,2020-12-17,,,,
apache-airflow,versions,1.10.14,2020-12-10,,,,
apache-airflow,versions,1.10.13,2020-11-25,,,,
apache-airflow,versions,1.10.12,2020-08-25,,,,
apache-airflow,versions,1.10.11,2020-07-10,,,,
apache-airflow,versions,1.10.10,2020-04-09,,,,
apache-airflow,versions,1.10.9,2020-02-07,,,,
apache-airflow,versions,1.10.8,2020-02-07,,,,
apache-airflow,versions,1.10.7,2019-12-24,,,,
apache-airflow,versions,1.10.6,2019-10-28,,,,
apache-airflow,versions,1.10.5,2019-09-04,,,,
apache-airflow,versions,1.10.4,2019-08-06,,,,
apache-airflow,versions,1.10.3,2019-04-10,,,,
apache-airflow,versions,1.10.2,2019-01-23,,,,
apache-airflow,versions,1.10.1,2018-11-21,,,,
apache-airflow,versions,1.10.0,2018-08-27,,,,
apache-airflow,versions,1.9.0,2018-01-02,,,,
apache-airflow,versions,1.8.2,2017-09-04,,,,
apache-airflow,versions,1.8.1,2017-05-09,,,,
bellsoft-liberica,versions,23.0.2+9,2025-01-23,,,,
bellsoft-liberica,versions,8u442+7,2025-01-22,,,,
bellsoft-liberica,versions,21.0.6+10,2025-01-22,,,,
bellsoft-liberica,versions,17.0.14+10,2025-01-22,,,,
bellsoft-liberica,versions,11.0.26+9,2025-01-22,,,,
bellsoft-liberica,versions,8u432+7,2024-10-16,,,,
bellsoft-liberica,versions,23.0.1+13,2024-10-16,,,,
bellsoft-liberica,versions,21.0.5+12,2024-10-16,,,,
bellsoft-liberica,versions,21.0.5+11,2024-10-16,,,,
bellsoft-liberica,versions,17.0.13+13,2024-10-16,,,,
bellsoft-liberica,versions,17.0.13+12,2024-10-16,,,,
bellsoft-liberica,versions,11.0.25+11,2024-10-16,,,,
bellsoft-liberica,versions,23+38,2024-09-18,,,,
bellsoft-liberica,versions,8u422+6,2024-07-17,,,,
bellsoft-liberica,versions,22.0.2+11,2024-07-17,,,,
bellsoft-liberica,versions,21.0.4+9,2024-07-17,,,,
bellsoft-liberica,versions,21.0.4+10,2024-07-17,,,,
bellsoft-liberica,versions,17.0.12+11,2024-07-17,,,,
bellsoft-liberica,versions,17.0.12+10,2024-07-17,,,,
bellsoft-liberica,versions,11.0.24+9,2024-07-17,,,,
bellsoft-liberica,versions,11.0.23+12,2024-05-17,,,,
bellsoft-liberica,versions,22.0.1+12,2024-05-16,,,,
bellsoft-liberica,versions,21.0.3+13,2024-05-16,,,,
bellsoft-liberica,versions,21.0.3+12,2024-05-16,,,,
bellsoft-liberica,versions,17.0.11+13,2024-05-16,,,,
bellsoft-liberica,versions,17.0.11+12,2024-05-16,,,,
bellsoft-liberica,versions,8u412+9,2024-04-17,,,,
bellsoft-liberica,versions,22.0.1+10,2024-04-17,,,,
bellsoft-liberica,versions,21.0.3+11,2024-04-17,,,,
bellsoft-liberica,versions,21.0.3+10,2024-04-17,,,,
bellsoft-liberica,versions,17.0.11+11,2024-04-17,,,,
bellsoft-liberica,versions,17.0.11+10,2024-04-17,,,,
bellsoft-liberica,versions,11.0.23+10,2024-04-17,,,,
bellsoft-liberica,versions,22+37,2024-03-20,,,,
bellsoft-liberica,versions,21.0.2+15,2024-01-23,,,,
bellsoft-liberica,versions,17.0.10+14,2024-01-23,,,,
bellsoft-liberica,versions,8u402+7,2024-01-17,,,,
bellsoft-liberica,versions,21.0.2+14,2024-01-17,,,,
bellsoft-liberica,versions,17.0.10+13,2024-01-17,,,,
bellsoft-liberica,versions,11.0.22+12,2024-01-17,,,,
bellsoft-liberica,versions,21.0.1+15,2023-11-06,,,,
bellsoft-liberica,versions,17.0.9+16,2023-11-06,,,,
bellsoft-liberica,versions,8u392+9,2023-10-18,,,,
bellsoft-liberica,versions,21.0.1+12,2023-10-18,,,,
bellsoft-liberica,versions,17.0.9+11,2023-10-18,,,,
bellsoft-liberica,versions,11.0.21+10,2023-10-18,,,,
bellsoft-liberica,versions,21+37,2023-09-20,,,,
bellsoft-liberica,versions,17.0.8.1+1,2023-08-24,,,,
bellsoft-liberica,versions,11.0.20.1+1,2023-08-24,,,,
bellsoft-liberica,versions,20.0.2+10,2023-07-20,,,,
bellsoft-liberica,versions,8u382+6,2023-07-19,,,,
bellsoft-liberica,versions,17.0.8+7,2023-07-19,,,,
bellsoft-liberica,versions,11.0.20+8,2023-07-19,,,,
bellsoft-liberica,versions,8u372+7,2023-04-19,,,,
bellsoft-liberica,versions,20.0.1+10,2023-04-19,,,,
bellsoft-liberica,versions,17.0.7+7,2023-04-19,,,,
bellsoft-liberica,versions,11.0.19+7,2023-04-19,,,,
bellsoft-liberica,versions,20+37,2023-03-22,,,,
bellsoft-liberica,versions,8u362+9,2023-01-18,,,,
bellsoft-liberica,versions,19.0.2+9,2023-01-18,,,,
bellsoft-liberica,versions,17.0.6+10,2023-01-18,,,,
bellsoft-liberica,versions,11.0.18+10,2023-01-18,,,,
bellsoft-liberica,versions,19.0.1+11,2022-10-21,,,,
bellsoft-liberica,versions,8u352+8,2022-10-19,,,,
bellsoft-liberica,versions,17.0.5+8,2022-10-19,,,,
bellsoft-liberica,versions,11.0.17+7,2022-10-19,,,,
bellsoft-liberica,versions,19+37,2022-09-21,,,,
bellsoft-liberica,versions,18.0.2.1+1,2022-08-25,,,,
bellsoft-liberica,versions,17.0.4.1+1,2022-08-13,,,,
bellsoft-liberica,versions,11.0.16.1+1,2022-08-13,,,,
bellsoft-liberica,versions,8u345+1,2022-08-05,,,,
bellsoft-liberica,versions,8u342+7,2022-07-21,,,,
bellsoft-liberica,versions,18.0.2+10,2022-07-21,,,,
bellsoft-liberica,versions,17.0.4+8,2022-07-21,,,,
bellsoft-liberica,versions,11.0.16+8,2022-07-21,,,,
bellsoft-liberica,versions,8u333+2,2022-06-02,,,,
bellsoft-liberica,versions,18.0.1.1+2,2022-06-02,,,,
bellsoft-liberica,versions,17.0.3.1+2,2022-06-02,,,,
bellsoft-liberica,versions,11.0.15.1+2,2022-06-02,,,,
bellsoft-liberica,versions,8u332+9,2022-04-21,,,,
bellsoft-liberica,versions,18.0.1+12,2022-04-21,,,,
bellsoft-liberica,versions,17.0.3+7,2022-04-21,,,,
bellsoft-liberica,versions,11.0.15+10,2022-04-21,,,,
bellsoft-liberica,versions,18+37,2022-03-23,,,,
bellsoft-liberica,versions,11.0.14.1+1,2022-02-09,,,,
bellsoft-liberica,versions,8u322+6,2022-01-19,,,,
bellsoft-liberica,versions,17.0.2+9,2022-01-19,,,,
bellsoft-liberica,versions,11.0.14+9,2022-01-19,,,,
bellsoft-liberica,versions,17.0.1+12,2021-10-22,,,,
bellsoft-liberica,versions,8u312+7,2021-10-20,,,,
bellsoft-liberica,versions,11.0.13+8,2021-10-20,,,,
bellsoft-liberica,versions,17+35,2021-09-17,,,,
bellsoft-liberica,versions,16.0.2+7,2021-07-23,,,,
bellsoft-liberica,versions,8u302+8,2021-07-20,,,,
bellsoft-liberica,versions,11.0.12+7,2021-07-20,,,,
bellsoft-liberica,versions,8u292+11,2021-05-28,,,,
bellsoft-liberica,versions,16.0.1+10,2021-05-28,,,,
bellsoft-liberica,versions,11.0.11+10,2021-05-28,,,,
bellsoft-liberica,versions,8u292+10,2021-04-21,,,,
bellsoft-liberica,versions,16.0.1+9,2021-04-21,,,,
bellsoft-liberica,versions,11.0.11+9,2021-04-21,,,,
bellsoft-liberica,versions,16+36,2021-03-19,,,,
bellsoft-liberica,versions,15.0.2+10,2021-01-22,,,,
bellsoft-liberica,versions,8u282+8,2021-01-19,,,,
bellsoft-liberica,versions,15.0.2+8,2021-01-19,,,,
bellsoft-liberica,versions,11.0.10+9,2021-01-19,,,,
bellsoft-liberica,versions,8u275+1,2020-11-05,,,,
bellsoft-liberica,versions,11.0.9.1+1,2020-11-05,,,,
bellsoft-liberica,versions,11.0.9+12,2020-10-27,,,,
bellsoft-liberica,versions,8u272+10,2020-10-22,,,,
bellsoft-liberica,versions,15.0.1+9,2020-10-22,,,,
bellsoft-liberica,versions,11.0.9+11,2020-10-22,,,,
bellsoft-liberica,versions,15+36,2020-09-17,,,,
bellsoft-liberica,versions,8u265+1,2020-07-29,,,,
bellsoft-liberica,versions,8u262+10,2020-07-14,,,,
bellsoft-liberica,versions,14.0.2+13,2020-07-14,,,,
bellsoft-liberica,versions,11.0.8+10,2020-07-14,,,,
bellsoft-liberica,versions,8u252+9,2020-04-18,,,,
bellsoft-liberica,versions,14.0.1+8,2020-04-15,,,,
bellsoft-liberica,versions,11.0.7+10,2020-04-15,,,,
bellsoft-liberica,versions,14+36,2020-03-19,,,,
bellsoft-liberica,versions,8u242+7,2020-01-16,,,,
bellsoft-liberica,versions,13.0.2+9,2020-01-16,,,,
bellsoft-liberica,versions,11.0.6+10,2020-01-16,,,,
bellsoft-liberica,versions,13.0.1+10,2019-12-03,,,,
bellsoft-liberica,versions,8u232+10,2019-10-21,,,,
bellsoft-liberica,versions,11.0.5+11,2019-10-21,,,,
bellsoft-liberica,versions,13.0.1,2019-10-17,,,,
bellsoft-liberica,versions,8u232,2019-10-16,,,,
bellsoft-liberica,versions,11.0.5,2019-10-16,,,,
bellsoft-liberica,versions,13,2019-09-26,,,,
bellsoft-liberica,versions,8u222,2019-07-20,,,,
bellsoft-liberica,versions,12.0.2,2019-07-20,,,,
bellsoft-liberica,versions,11.0.4,2019-07-20,,,,
bellsoft-liberica,versions,8u212,2019-04-22,,,,
bellsoft-liberica,versions,12.0.1,2019-04-22,,,,
bellsoft-liberica,versions,11.0.3,2019-04-22,,,,
bellsoft-liberica,versions,12,2019-03-22,,,,
bellsoft-liberica,versions,8u202,2019-01-18,,,,
bellsoft-liberica,versions,11.0.2,2019-01-18,,,,
bellsoft-liberica,versions,11.0.1,2018-12-05,,,,
bellsoft-liberica,versions,8u192,2018-10-17,,,,
bellsoft-liberica,versions,11,2018-10-08,,,,
bellsoft-liberica,versions,10.0.2,2018-08-05,,,,
bellsoft-liberica,versions,10.0.1,2018-04-24,,,,
bellsoft-liberica,versions,10,2018-04-02,,,,
bellsoft-liberica,versions,9.0.4,2018-01-26,,,,
bellsoft-liberica,versions,9.0.1,2017-12-28,,,,
redhat,versions,8.9,2023-11-14,,,,
redhat,versions,9.3,2023-11-07,,,,
redhat,versions,8.8,2023-05-16,,,,
redhat,versions,9.2,2023-05-10,,,,
redhat,versions,9.1,2022-11-15,,,,
redhat,versions,8.7,2022-11-09,,,,
redhat,versions,9.0,2022-05-17,,,,
redhat,versions,8.6,2022-05-10,,,,
redhat,versions,8.5,2021-11-09,,,,
redhat,versions,8.4,2021-05-18,,,,
redhat,versions,8.3,2020-11-03,,,,
redhat,versions,7.9,2020-09-29,,,,
redhat,versions,8.2,2020-04-28,,,,
redhat,versions,7.8,2020-03-31,,,,
redhat,versions,8.1,2019-11-05,,,,
redhat,versions,7.7,2019-08-06,,,,
redhat,versions,8,2019-05-07,,,,
redhat,versions,7.6,2018-10-30,,,,
redhat,versions,6.10,2018-06-19,,,,
redhat,versions,7.5,2018-04-10,,,,
redhat,versions,7.4,2017-07-31,,,,
redhat,versions,6.9,2017-03-21,,,,
redhat,versions,7.3,2016-11-03,,,,
redhat,versions,6.8,2016-05-10,,,,
redhat,versions,7.2,2015-11-19,,,,
redhat,versions,6.7,2015-07-22,,,,
redhat,versions,7.1,2015-03-05,,,,
redhat,versions,6.6,2014-10-14,,,,
redhat,versions,5.11,2014-09-16,,,,
redhat,versions,7.0,2013-12-11,,,,
redhat,versions,6.5,2013-11-21,,,,
redhat,versions,5.10,2013-10-01,,,,
redhat,versions,6.4,2013-02-21,,,,
redhat,versions,5.9,2013-01-07,,,,
redhat,versions,6.3,2012-06-20,,,,
redhat,versions,5.8,2012-02-20,,,,
redhat,versions,6.2,2011-12-06,,,,
redhat,versions,5.7,2011-07-21,,,,
redhat,versions,6.1,2011-05-19,,,,
redhat,versions,4.9,2011-02-16,,,,
redhat,versions,5.6,2011-01-13,,,,
redhat,versions,6.0,2010-11-09,,,,
redhat,versions,5.5,2010-03-30,,,,
redhat,versions,5.4,2009-09-02,,,,
redhat,versions,4.8,2009-05-19,,,,
redhat,versions,5.3,2009-01-20,,,,
redhat,versions,4.7,2008-07-29,,,,
redhat,versions,5.2,2008-05-21,,,,
redhat,versions,4.6,2007-11-15,,,,
redhat,versions,5.1,2007-11-07,,,,
redhat,versions,3.9,2007-06-20,,,,
redhat,versions,4.5,2007-05-01,,,,
redhat,versions,5.0,2007-03-15,,,,
redhat,versions,4.4,2006-08-10,,,,
redhat,versions,3.8,2006-07-20,,,,
redhat,versions,3.7,2006-03-17,,,,
redhat,versions,4.3,2006-03-12,,,,
redhat,versions,4.2,2005-10-05,,,,
redhat,versions,3.6,2005-09-28,,,,
redhat,versions,4.1,2005-06-08,,,,
redhat,versions,3.5,2005-05-18,,,,
redhat,versions,2.1.7,2005-04-28,,,,
redhat,versions,4,2005-02-15,,,,
redhat,versions,2.1.3,2004-12-19,,,,
redhat,versions,2.1.6,2004-12-13,,,,
redhat,versions,3.4,2004-12-12,,,,
redhat,versions,3.3,2004-09-03,,,,
redhat,versions,2.1.5,2004-08-18,,,,
redhat,versions,3.2,2004-05-12,,,,
redhat,versions,2.1.4,2004-04-21,,,,
redhat,versions,3.1,2004-01-16,,,,
redhat,versions,3,2003-10-22,,,,
redhat,versions,2.1.2,2003-03-29,,,,
redhat,versions,2.1.1,2003-02-14,,,,
redhat,versions,2.1,2002-03-23,,,,
dotnet,versions,9.0.1,2025-01-13,,,,
dotnet,versions,8.0.12,2025-01-13,,,,
dotnet,versions,9.0.0,2024-11-12,,,,
dotnet,versions,8.0.11,2024-11-12,,,,
dotnet,versions,6.0.36,2024-11-12,,,,
dotnet,versions,8.0.10,2024-10-08,,,,
dotnet,versions,6.0.35,2024-10-08,,,,
dotnet,versions,8.0.8,2024-08-13,,,,
dotnet,versions,6.0.33,2024-08-13,,,,
dotnet,versions,8.0.7,2024-07-09,,,,
dotnet,versions,6.0.32,2024-07-09,,,,
dotnet,versions,8.0.6,2024-05-29,,,,
dotnet,versions,7.0.20,2024-05-29,,,,
dotnet,versions,6.0.31,2024-05-29,,,,
dotnet,versions,8.0.5,2024-05-14,,,,
dotnet,versions,7.0.19,2024-05-14,,,,
dotnet,versions,6.0.30,2024-05-14,,,,
dotnet,versions,8.0.4,2024-04-09,,,,
dotnet,versions,7.0.18,2024-04-09,,,,
dotnet,versions,6.0.29,2024-04-09,,,,
dotnet,versions,8.0.3,2024-03-12,,,,
dotnet,versions,7.0.17,2024-03-12,,,,
dotnet,versions,6.0.28,2024-03-12,,,,
dotnet,versions,8.0.2,2024-02-13,,,,
dotnet,versions,7.0.16,2024-02-13,,,,
dotnet,versions,6.0.27,2024-02-13,,,,
dotnet,versions,8.0.1,2024-01-09,,,,
dotnet,versions,7.0.15,2024-01-09,,,,
dotnet,versions,6.0.26,2024-01-09,,,,
dotnet,versions,8.0.0,2023-11-14,,,,
